sport,event,year,athlete_id,country_id,bronze,silver,gold
Tennis,Butterfly,2024,86,33,1,0,1
Gymnastics,Butterfly,2016,108,16,1,1,0
Swimming,200m,2008,159,43,0,0,0
Weightlifting,400m,2004,690,35,0,1,0
Tennis,Doubles,2024,877,5,1,1,0
Wrestling,All Around,2016,395,7,0,1,1
Weightlifting,400m,2004,651,35,0,1,0
Athletics,Doubles,2008,479,39,1,1,0
Tennis,Singles,2024,114,23,1,0,1
Boxing,All Around,2008,753,44,0,0,1
Wrestling,Freestyle,2024,977,26,1,0,1
Weightlifting,200m,2008,332,29,0,1,0
Boxing,Freestyle,2008,617,18,1,0,1
Rowing,400m,2020,883,39,0,1,1
Tennis,400m,2020,422,28,1,0,1
Weightlifting,Doubles,2016,497,2,0,1,1
Tennis,Final,2020,361,44,1,1,1
Athletics,Singles,2008,822,39,1,0,1
Tennis,Relay,2012,860,30,1,0,1
Weightlifting,Singles,2020,110,25,1,0,1
Rowing,Freestyle,2004,812,39,0,1,0
Boxing,400m,2004,856,3,0,1,0
Tennis,100m,2016,410,19,0,0,0
Rowing,Singles,2012,368,34,0,0,0
Shooting,Singles,2020,569,13,0,1,1
Rowing,Singles,2020,243,40,1,1,0
Shooting,Freestyle,2016,887,16,0,0,1
Boxing,100m,2004,1,14,0,1,1
Wrestling,200m,2020,910,50,1,0,0
Boxing,Butterfly,2012,100,36,1,0,1
Shooting,Final,2016,460,37,0,1,0
Athletics,Singles,2016,166,27,0,0,0
Cycling,Butterfly,2012,910,45,0,0,0
Rowing,Final,2012,973,17,0,0,1
Tennis,Final,2024,352,28,1,1,0
Rowing,100m,2016,146,50,0,0,1
Boxing,Doubles,2020,447,31,0,1,1
Gymnastics,400m,2008,128,39,0,1,0
Cycling,Final,2016,813,2,1,1,1
Tennis,Butterfly,2012,555,19,1,1,0
Weightlifting,Butterfly,2012,175,7,0,0,1
Swimming,All Around,2004,993,9,1,1,1
Cycling,200m,2008,719,39,0,0,0
Wrestling,400m,2024,190,6,0,1,0
Gymnastics,All Around,2016,161,28,1,0,1
Shooting,Freestyle,2024,692,21,1,0,0
Weightlifting,Final,2008,698,23,0,1,0
Wrestling,200m,2020,336,32,1,0,1
Athletics,100m,2012,939,4,0,1,1
Weightlifting,200m,2012,459,30,1,1,1
Cycling,Freestyle,2024,220,23,0,1,1
Shooting,Final,2004,854,30,0,1,1
Weightlifting,All Around,2008,267,19,0,0,1
Cycling,All Around,2020,548,2,0,0,0
Shooting,Relay,2016,86,5,0,0,0
Wrestling,100m,2020,486,33,0,0,1
Gymnastics,All Around,2020,487,13,0,1,1
Gymnastics,Freestyle,2024,65,21,0,0,1
Rowing,Butterfly,2012,852,43,0,1,0
Tennis,Singles,2004,104,33,0,1,1
Tennis,Relay,2012,286,25,1,0,1
Tennis,Butterfly,2008,607,26,0,1,0
Cycling,Butterfly,2008,602,39,1,1,1
Rowing,Freestyle,2004,625,38,0,0,0
Swimming,Singles,2020,568,22,1,0,0
Shooting,Relay,2024,726,22,0,0,0
Shooting,Doubles,2016,680,34,1,1,0
Rowing,Butterfly,2012,754,33,1,1,1
Tennis,400m,2020,933,24,1,1,1
Shooting,400m,2020,760,8,0,0,0
Athletics,All Around,2024,598,30,0,0,1
Shooting,Singles,2008,655,39,1,0,1
Swimming,Freestyle,2020,542,20,1,1,0
Rowing,Relay,2016,509,49,0,1,0
Athletics,400m,2024,223,41,0,0,1
Wrestling,Singles,2004,794,6,0,1,0
Rowing,Freestyle,2020,12,2,0,0,1
Tennis,Doubles,2004,380,21,0,1,1
Weightlifting,Relay,2008,843,24,0,1,0
Tennis,100m,2024,327,13,0,1,0
Athletics,200m,2020,247,38,0,0,0
Shooting,400m,2020,486,20,0,1,1
Athletics,Relay,2024,437,3,0,1,0
Shooting,200m,2004,291,21,0,0,1
Cycling,All Around,2008,411,5,1,1,0
Wrestling,Butterfly,2008,937,29,0,0,1
Shooting,Doubles,2016,582,16,0,1,0
Weightlifting,100m,2024,8,41,1,1,1
Athletics,Freestyle,2024,979,19,1,0,0
Boxing,Butterfly,2016,246,38,1,0,1
Boxing,200m,2004,389,19,0,1,0
Gymnastics,Singles,2008,483,32,0,1,0
Gymnastics,Singles,2020,432,50,1,1,0
Boxing,Relay,2012,182,34,0,1,1
Rowing,200m,2024,700,27,0,0,0
Weightlifting,All Around,2012,650,14,1,1,1
Rowing,100m,2012,987,8,0,0,0
Gymnastics,All Around,2008,9,17,0,1,1
Cycling,Butterfly,2008,957,33,0,1,1
Rowing,All Around,2004,542,49,0,1,0
Swimming,Doubles,2016,589,3,1,1,1
Rowing,Doubles,2024,989,45,0,0,0
Shooting,Singles,2012,962,40,1,1,1
Boxing,200m,2024,243,50,1,1,0
Tennis,200m,2016,273,13,0,1,0
Athletics,Butterfly,2012,795,47,0,0,1
Cycling,Doubles,2020,779,34,0,1,0
Shooting,All Around,2016,668,48,1,0,0
Cycling,Butterfly,2012,780,31,1,0,1
Athletics,Relay,2024,9,39,0,0,1
Cycling,Singles,2024,895,27,0,0,0
Wrestling,400m,2012,271,11,0,1,0
Gymnastics,Relay,2004,626,3,1,1,1
Gymnastics,100m,2012,777,18,0,0,0
Tennis,Doubles,2024,279,7,0,0,1
Boxing,Relay,2020,659,5,0,1,1
Athletics,400m,2008,769,18,1,0,1
Gymnastics,Butterfly,2012,887,37,1,0,0
Gymnastics,Freestyle,2004,508,20,0,0,1
Swimming,Final,2024,662,44,0,0,1
Athletics,200m,2020,849,40,0,0,0
Rowing,Butterfly,2020,442,7,1,0,0
Tennis,100m,2008,560,26,1,0,0
Gymnastics,100m,2004,609,22,0,1,1
Gymnastics,200m,2020,370,13,1,0,0
Boxing,All Around,2016,620,21,0,0,0
Tennis,Relay,2008,342,37,0,0,1
Cycling,Doubles,2016,92,13,0,1,0
Gymnastics,200m,2004,210,35,1,0,1
Athletics,Butterfly,2016,146,12,0,0,1
Boxing,Final,2024,418,8,1,0,0
Shooting,200m,2016,855,1,1,1,1
Cycling,Butterfly,2004,149,15,1,1,0
Gymnastics,Freestyle,2008,96,42,1,0,0
Boxing,400m,2008,934,38,1,0,0
Swimming,Doubles,2012,313,48,1,1,0
Wrestling,Doubles,2004,214,44,0,1,1
Boxing,200m,2008,946,9,1,1,0
Tennis,Doubles,2012,738,36,0,0,1
Boxing,Freestyle,2020,554,23,0,1,0
Gymnastics,200m,2004,589,43,0,1,0
Gymnastics,Butterfly,2020,902,26,1,1,1
Tennis,Singles,2016,811,33,1,0,0
Tennis,Butterfly,2004,930,1,1,1,1
Rowing,100m,2020,768,15,1,0,0
Weightlifting,100m,2016,299,40,0,0,1
Rowing,100m,2004,414,37,0,1,0
Cycling,Freestyle,2008,286,35,1,1,1
Tennis,100m,2020,162,8,0,1,1
Rowing,Butterfly,2008,152,46,0,0,0
Gymnastics,Relay,2024,745,32,0,0,1
Boxing,100m,2008,780,14,0,0,0
Swimming,Singles,2020,386,16,1,1,1
Cycling,Doubles,2004,627,1,0,0,0
Rowing,200m,2016,818,1,0,0,1
Weightlifting,400m,2008,143,44,1,0,1
Weightlifting,Singles,2020,745,30,0,1,0
Shooting,Freestyle,2012,557,6,1,1,1
Wrestling,Relay,2004,52,2,1,0,0
Wrestling,200m,2004,741,16,1,0,0
Shooting,200m,2012,95,43,1,1,1
Shooting,400m,2020,986,20,0,0,0
Rowing,100m,2004,372,14,1,0,1
Wrestling,Butterfly,2004,458,21,1,1,1
Weightlifting,Final,2016,443,29,0,0,0
Swimming,Singles,2008,274,42,0,0,0
Shooting,400m,2008,669,15,1,1,0
Gymnastics,Butterfly,2008,35,34,1,0,1
Rowing,Freestyle,2008,479,15,1,0,1
Rowing,400m,2008,353,30,0,0,1
Athletics,400m,2020,97,50,0,1,0
Shooting,200m,2024,429,5,0,1,1
Weightlifting,100m,2012,682,26,0,0,0
Tennis,Doubles,2008,225,4,1,1,1
Swimming,100m,2004,131,36,0,0,1
Athletics,100m,2004,741,48,0,0,0
Weightlifting,Butterfly,2004,360,6,0,0,1
Shooting,Freestyle,2004,510,48,1,1,1
Cycling,Final,2012,391,47,0,1,0
Gymnastics,All Around,2016,225,41,1,1,0
Athletics,Doubles,2004,341,16,0,1,1
Cycling,Final,2016,866,10,1,0,1
Shooting,Butterfly,2004,503,27,0,0,1
Athletics,400m,2016,685,12,1,1,0
Shooting,Butterfly,2016,721,25,1,1,0
Gymnastics,Final,2004,980,40,1,1,1
Shooting,Final,2020,301,31,1,0,0
Weightlifting,100m,2024,213,24,0,0,1
Athletics,Singles,2012,513,37,1,1,0
Gymnastics,Relay,2012,885,18,0,1,0
Rowing,Butterfly,2024,772,25,0,0,0
Athletics,Freestyle,2024,444,17,1,0,1
Rowing,Doubles,2008,18,26,1,1,0
Athletics,200m,2024,728,40,1,0,0
Shooting,400m,2016,256,1,1,0,1
Cycling,Freestyle,2024,601,19,0,0,1
Weightlifting,Butterfly,2020,24,26,1,1,0
Boxing,200m,2004,45,12,0,0,1
Rowing,Relay,2024,768,18,0,0,0
Swimming,200m,2024,412,4,1,1,0
Cycling,All Around,2008,103,46,1,0,0
Cycling,400m,2004,716,13,0,1,0
Athletics,200m,2012,34,1,0,1,1
Athletics,Relay,2004,769,45,1,0,1
Shooting,Butterfly,2004,800,48,0,1,0
Boxing,Doubles,2004,740,33,1,0,1
Tennis,Singles,2012,889,24,0,0,0
Cycling,All Around,2012,229,22,0,0,0
Tennis,400m,2020,542,44,1,0,1
Gymnastics,All Around,2020,779,4,0,1,0
Wrestling,200m,2016,29,36,0,1,0
Gymnastics,Relay,2024,611,49,1,1,1
Tennis,200m,2020,203,32,1,0,0
Tennis,Butterfly,2020,885,7,0,0,1
Shooting,100m,2024,741,46,1,1,1
Shooting,100m,2004,174,42,1,1,0
Gymnastics,Relay,2016,988,12,0,0,1
Weightlifting,100m,2016,617,43,1,1,1
Rowing,Butterfly,2024,484,2,1,1,1
Athletics,Butterfly,2020,707,8,0,1,0
Athletics,Freestyle,2004,754,8,1,1,0
Wrestling,200m,2004,492,1,0,0,1
Swimming,Singles,2012,915,11,1,0,0
Weightlifting,Singles,2008,592,9,1,1,0
Cycling,100m,2004,309,7,1,0,0
Boxing,Relay,2004,151,7,1,0,1
Tennis,Freestyle,2024,564,25,1,1,0
Cycling,Doubles,2012,239,20,0,0,0
Boxing,100m,2004,902,49,1,1,1
Rowing,400m,2016,518,38,1,0,1
Tennis,Relay,2020,346,21,0,0,0
Tennis,All Around,2012,827,7,0,0,1
Weightlifting,All Around,2020,101,22,1,1,0
Wrestling,100m,2024,832,39,1,0,0
Wrestling,100m,2008,303,19,1,1,1
Wrestling,All Around,2016,145,3,1,0,1
Athletics,100m,2016,209,4,1,0,1
Wrestling,Final,2024,493,35,0,1,0
Cycling,200m,2016,326,20,0,0,0
Tennis,Final,2004,861,20,1,1,0
Wrestling,100m,2008,577,12,1,1,1
Shooting,Butterfly,2008,915,29,0,1,0
Tennis,Butterfly,2016,257,9,0,1,1
Cycling,400m,2016,969,5,0,1,0
Shooting,Butterfly,2016,428,45,0,1,0
Cycling,Singles,2016,740,33,1,0,1
Swimming,Final,2020,941,34,1,0,0
Swimming,Freestyle,2012,797,16,1,0,1
Swimming,Singles,2020,791,10,1,0,1
Athletics,Freestyle,2020,875,29,1,1,0
Boxing,Relay,2024,672,48,1,1,1
Swimming,All Around,2020,610,30,1,1,1
Rowing,400m,2016,871,5,0,0,1
Gymnastics,400m,2016,216,26,0,1,0
Gymnastics,100m,2024,181,12,0,1,0
Athletics,200m,2016,851,24,1,1,0
Tennis,200m,2016,169,4,1,0,1
Athletics,Final,2012,858,36,1,0,0
Boxing,400m,2004,856,28,0,0,0
Gymnastics,100m,2008,765,27,0,0,1
Gymnastics,Butterfly,2012,508,5,0,1,0
Athletics,All Around,2016,905,49,0,0,0
Wrestling,Relay,2016,909,50,0,1,0
Swimming,Final,2020,204,14,0,1,1
Gymnastics,Final,2012,386,37,0,0,1
Gymnastics,Doubles,2012,802,29,1,0,0
Shooting,Relay,2020,34,48,1,1,1
Swimming,400m,2012,631,47,1,0,0
Weightlifting,Relay,2008,474,45,0,1,0
Shooting,200m,2008,917,37,0,1,0
Boxing,100m,2012,999,50,1,0,0
Wrestling,Butterfly,2016,405,42,1,0,1
Gymnastics,Singles,2024,312,23,0,1,1
Weightlifting,Doubles,2012,24,29,0,1,1
Swimming,Butterfly,2024,508,24,1,0,0
Swimming,Singles,2004,682,46,0,0,0
Gymnastics,400m,2004,926,24,1,0,0
Rowing,Final,2020,587,3,0,0,0
Boxing,Relay,2008,212,12,0,0,0
Boxing,200m,2004,158,24,1,1,0
Athletics,Doubles,2024,232,22,1,1,0
Cycling,Butterfly,2020,517,36,1,0,0
Cycling,Relay,2008,302,16,1,0,1
Gymnastics,100m,2020,28,23,0,0,0
Rowing,Final,2004,166,38,0,1,1
Weightlifting,Butterfly,2012,930,40,0,0,0
Gymnastics,Relay,2016,412,13,0,1,1
Rowing,Doubles,2012,285,11,0,0,1
Gymnastics,Doubles,2012,657,6,0,1,1
Weightlifting,200m,2020,136,12,1,1,0
Cycling,200m,2016,382,15,1,0,1
Rowing,All Around,2012,155,43,1,1,1
Athletics,400m,2024,27,40,1,0,1
Cycling,100m,2004,585,38,0,1,1
Gymnastics,Final,2004,196,11,0,0,1
Cycling,Freestyle,2012,11,21,0,1,0
Gymnastics,200m,2020,656,7,1,0,0
Shooting,All Around,2016,940,38,1,0,1
Tennis,Doubles,2008,384,45,1,0,0
Athletics,Singles,2020,242,46,1,1,0
Weightlifting,400m,2024,950,1,1,1,1
Swimming,Butterfly,2016,650,25,0,0,0
Gymnastics,Doubles,2020,572,28,1,0,1
Weightlifting,100m,2008,349,30,1,1,1
Swimming,Singles,2012,652,33,1,0,0
Boxing,Butterfly,2024,813,31,0,1,0
Swimming,Singles,2012,408,31,0,0,1
Rowing,Relay,2024,896,21,1,0,1
Gymnastics,Singles,2008,177,12,1,0,0
Shooting,400m,2012,747,43,1,0,1
Tennis,400m,2020,422,13,1,0,0
Athletics,400m,2008,252,18,0,1,0
Weightlifting,100m,2004,621,45,1,1,0
Tennis,100m,2008,420,26,0,1,1
Swimming,Doubles,2012,441,13,0,0,1
Rowing,100m,2004,735,15,0,0,0
Weightlifting,Relay,2008,380,49,0,0,0
Gymnastics,Final,2016,96,6,0,1,0
Swimming,Butterfly,2004,955,34,0,1,1
Swimming,Freestyle,2016,288,26,0,1,0
Tennis,Butterfly,2008,401,19,0,1,0
Swimming,Doubles,2012,234,30,0,0,1
Wrestling,200m,2016,846,28,0,0,0
Cycling,Relay,2016,118,1,1,1,0
Wrestling,Final,2008,962,13,0,1,1
Rowing,Final,2004,938,48,0,1,0
Tennis,All Around,2024,917,25,1,1,1
Swimming,Butterfly,2024,214,17,1,0,0
Rowing,Butterfly,2004,485,21,1,0,1
Swimming,200m,2016,635,40,0,0,1
Gymnastics,100m,2008,294,36,0,1,1
Rowing,Final,2004,788,32,0,0,1
Boxing,Butterfly,2012,816,13,1,1,1
Weightlifting,100m,2008,368,19,1,0,1
Gymnastics,Butterfly,2020,582,3,1,1,0
Cycling,Singles,2016,752,46,1,0,0
Swimming,Doubles,2012,233,33,1,1,1
Rowing,400m,2004,401,47,1,0,1
Weightlifting,Doubles,2004,856,3,0,1,0
Rowing,Butterfly,2004,313,32,1,0,1
Cycling,All Around,2020,980,34,1,1,0
Tennis,100m,2016,746,25,0,1,1
Wrestling,Final,2016,870,30,0,1,0
Wrestling,Singles,2004,377,43,1,0,1
Shooting,Doubles,2020,35,4,0,1,1
Gymnastics,Doubles,2004,12,50,1,1,0
Tennis,Singles,2016,21,19,0,1,1
Wrestling,100m,2012,922,3,0,0,1
Rowing,Butterfly,2020,522,16,0,0,1
Tennis,All Around,2024,217,2,1,1,0
Shooting,400m,2008,753,12,1,1,1
Weightlifting,Final,2004,630,2,1,1,1
Cycling,Singles,2012,693,39,0,1,1
Cycling,Doubles,2016,210,20,0,1,1
Swimming,Freestyle,2024,331,2,1,0,0
Athletics,All Around,2004,269,42,1,0,1
Tennis,100m,2016,401,14,0,0,0
Wrestling,400m,2020,954,44,0,1,0
Weightlifting,Doubles,2008,786,33,0,0,1
Athletics,Singles,2008,429,45,1,0,0
Tennis,200m,2016,756,1,1,1,1
Gymnastics,Butterfly,2020,299,11,0,0,0
Athletics,Relay,2012,310,44,0,0,1
Boxing,Doubles,2020,429,29,0,1,0
Athletics,Doubles,2012,840,35,1,0,0
Boxing,Final,2020,544,11,1,0,1
Cycling,100m,2024,151,45,0,1,0
Wrestling,All Around,2020,881,1,1,1,1
Cycling,200m,2012,905,42,0,0,1
Rowing,Doubles,2024,674,10,0,1,0
Cycling,All Around,2004,118,31,0,0,1
Rowing,100m,2016,901,4,0,0,0
Shooting,200m,2016,164,26,0,0,1
Shooting,400m,2024,892,50,1,1,1
Swimming,100m,2016,151,34,1,0,1
Rowing,200m,2004,430,35,0,1,0
Weightlifting,Butterfly,2004,176,31,1,1,0
Swimming,Singles,2004,544,9,0,0,0
Tennis,100m,2024,776,12,1,0,1
Rowing,Final,2008,334,39,1,0,1
Boxing,Singles,2024,842,32,0,0,0
Swimming,Final,2024,953,43,0,1,0
Boxing,Relay,2016,611,2,0,0,0
Tennis,Freestyle,2008,10,12,1,1,1
Swimming,Relay,2020,386,42,1,0,0
Rowing,Relay,2016,326,9,1,0,1
Boxing,Relay,2024,783,28,1,0,1
Boxing,Final,2024,17,16,1,1,0
Athletics,Freestyle,2024,584,29,1,0,1
Rowing,Butterfly,2016,156,13,0,0,1
Swimming,Butterfly,2016,827,30,1,1,0
Gymnastics,Freestyle,2020,318,37,1,0,0
Swimming,Final,2008,620,34,1,0,0
Wrestling,Doubles,2020,132,1,1,1,1
Athletics,All Around,2020,598,27,0,0,1
Wrestling,Doubles,2020,931,39,0,0,0
Boxing,Singles,2024,489,26,1,1,1
Weightlifting,400m,2012,939,50,1,0,1
Athletics,Relay,2012,538,12,0,1,0
Athletics,Freestyle,2008,618,34,0,0,0
Gymnastics,Butterfly,2004,31,1,0,1,1
Swimming,All Around,2016,151,40,0,1,0
Swimming,Final,2024,959,37,0,0,1
Athletics,100m,2008,529,37,1,1,0
Shooting,All Around,2008,34,38,1,1,1
Rowing,400m,2024,805,43,0,1,0
Boxing,Doubles,2024,665,10,0,0,0
Boxing,Relay,2004,584,32,1,1,0
Weightlifting,Final,2020,928,40,1,0,0
Boxing,Butterfly,2020,135,1,0,1,1
Cycling,100m,2016,631,27,1,0,1
Weightlifting,Freestyle,2016,157,49,1,0,1
Cycling,Final,2016,264,8,0,1,0
Athletics,Relay,2016,677,40,1,1,0
Swimming,100m,2016,502,32,0,0,0
Tennis,Freestyle,2004,232,27,0,0,0
Gymnastics,Freestyle,2020,763,38,0,0,1
Cycling,Relay,2016,42,13,1,0,1
Rowing,Final,2016,294,36,0,1,1
Wrestling,100m,2016,768,35,1,0,0
Boxing,200m,2004,709,31,1,1,0
Weightlifting,200m,2016,645,3,1,0,1
Cycling,400m,2020,608,23,0,1,1
Wrestling,Relay,2012,38,39,0,1,0
Boxing,Freestyle,2020,760,6,0,1,1
Rowing,Final,2024,820,40,1,1,0
Weightlifting,200m,2016,49,42,1,1,0
Swimming,Final,2004,602,16,0,1,1
Rowing,200m,2020,283,2,0,0,0
Athletics,Singles,2004,698,14,1,1,0
Swimming,Relay,2020,381,35,1,1,0
Tennis,Singles,2020,13,10,1,1,0
Weightlifting,Freestyle,2004,995,25,1,1,0
Cycling,Relay,2012,739,27,0,0,0
Cycling,Doubles,2016,308,17,0,0,1
Tennis,100m,2020,738,39,1,0,0
Swimming,200m,2020,717,40,0,1,0
Athletics,200m,2008,698,10,1,1,0
Athletics,Freestyle,2020,283,36,1,0,1
Gymnastics,Butterfly,2008,191,43,0,0,1
Swimming,Final,2016,818,44,0,0,0
Boxing,Relay,2020,927,31,0,1,1
Rowing,Freestyle,2024,286,19,1,0,0
Cycling,200m,2016,769,5,1,1,0
Weightlifting,Doubles,2012,747,16,1,1,1
Wrestling,Butterfly,2008,894,27,0,0,1
Weightlifting,Butterfly,2004,373,15,0,0,1
Athletics,Singles,2012,17,9,1,1,1
Swimming,Relay,2016,530,26,0,1,0
Wrestling,Relay,2004,406,26,0,1,0
Boxing,100m,2008,749,34,0,1,1
Swimming,Doubles,2020,602,8,0,0,0
Weightlifting,200m,2008,61,48,0,0,0
Boxing,400m,2004,623,17,1,0,0
Tennis,Freestyle,2020,479,45,1,0,0
Weightlifting,400m,2016,43,4,1,0,0
Tennis,Freestyle,2016,957,19,1,1,1
Weightlifting,400m,2004,327,19,1,1,1
Cycling,Singles,2004,128,36,0,0,1
Boxing,Freestyle,2020,217,19,1,1,1
Wrestling,400m,2008,612,44,1,0,0
Tennis,Doubles,2016,54,21,1,1,0
Cycling,Butterfly,2004,831,27,0,1,1
Swimming,All Around,2004,304,29,0,1,1
Swimming,400m,2008,362,5,1,1,0
Athletics,Freestyle,2008,698,1,0,1,0
Athletics,Butterfly,2016,829,7,1,1,0
Boxing,Singles,2016,586,4,1,0,0
Rowing,Final,2004,215,16,1,1,1
Weightlifting,Final,2004,727,25,1,1,0
Athletics,Freestyle,2024,962,30,0,1,1
Athletics,Doubles,2024,82,49,1,1,1
Wrestling,Doubles,2008,440,22,1,0,0
Cycling,Freestyle,2024,622,32,1,1,1
Shooting,100m,2012,704,30,0,0,0
Tennis,All Around,2024,91,35,1,0,0
Athletics,Doubles,2008,168,2,1,1,1
Cycling,Relay,2008,871,10,1,0,0
Cycling,Doubles,2016,297,17,0,0,0
Boxing,Relay,2008,836,26,1,1,0
Rowing,400m,2016,485,16,0,0,1
Gymnastics,100m,2008,245,44,0,0,0
Rowing,100m,2004,434,40,0,0,0
Shooting,Final,2012,142,14,1,1,0
Weightlifting,Doubles,2020,153,39,0,1,1
Boxing,200m,2012,863,18,1,0,1
Swimming,All Around,2012,447,37,0,0,0
Athletics,100m,2004,734,26,1,0,0
Gymnastics,400m,2016,641,47,0,0,1
Tennis,All Around,2016,224,14,0,1,0
Wrestling,Butterfly,2012,748,31,0,1,0
Cycling,Singles,2012,54,16,1,0,1
Weightlifting,Freestyle,2008,639,33,1,0,1
Athletics,100m,2024,485,46,1,0,0
Tennis,Final,2004,692,42,1,1,1
Shooting,400m,2016,465,27,0,1,0
Wrestling,400m,2004,863,3,0,1,0
Shooting,Freestyle,2024,868,26,1,1,0
Rowing,Doubles,2016,274,21,1,0,0
Shooting,Relay,2020,716,50,1,1,0
Rowing,Doubles,2024,519,28,0,1,1
Swimming,Final,2020,720,43,0,0,1
Wrestling,Final,2008,131,9,0,1,1
Athletics,400m,2004,161,46,0,0,1
Weightlifting,Final,2020,956,22,0,1,0
Swimming,200m,2008,702,29,1,0,0
Cycling,Doubles,2020,721,20,1,1,0
Gymnastics,Freestyle,2016,733,30,1,0,0
Gymnastics,Relay,2016,539,42,1,0,1
Shooting,Final,2004,398,34,0,1,0
Cycling,Final,2020,658,24,1,1,1
Weightlifting,Doubles,2020,996,18,1,0,1
Shooting,Butterfly,2024,455,40,1,1,0
Shooting,Relay,2004,877,40,1,0,0
Wrestling,200m,2004,860,35,0,0,1
Athletics,Butterfly,2016,136,1,0,1,1
Boxing,Freestyle,2024,461,44,1,1,1
Tennis,Singles,2016,331,21,1,1,1
Athletics,400m,2012,482,28,1,0,0
Swimming,Butterfly,2020,458,22,1,0,1
Swimming,Freestyle,2004,425,25,1,1,1
Athletics,400m,2008,914,17,1,1,0
Shooting,Doubles,2020,484,19,0,0,0
Cycling,Singles,2016,935,35,1,0,0
Boxing,All Around,2004,748,5,1,0,0
Wrestling,Relay,2004,904,40,1,1,0
Cycling,Singles,2024,422,4,0,0,1
Swimming,Singles,2020,754,35,0,0,1
Athletics,Relay,2012,685,38,0,1,0
Weightlifting,All Around,2020,497,37,1,0,1
Boxing,400m,2020,276,8,0,1,1
Weightlifting,Final,2020,14,20,1,0,1
Cycling,Freestyle,2016,770,45,1,1,0
Weightlifting,Freestyle,2016,656,41,0,1,0
Boxing,Doubles,2024,780,36,0,0,1
Swimming,400m,2024,632,17,1,0,0
Cycling,200m,2012,934,34,0,1,1
Weightlifting,100m,2016,196,20,0,0,0
Athletics,Doubles,2024,451,43,1,1,1
Shooting,Butterfly,2016,372,40,1,0,1
Athletics,Singles,2016,756,18,0,0,0
Shooting,Singles,2024,133,39,1,1,1
Athletics,Doubles,2016,163,16,0,0,1
Swimming,Freestyle,2024,562,25,1,0,1
Wrestling,All Around,2012,951,34,0,0,1
Cycling,100m,2016,413,12,0,0,1
Athletics,Singles,2004,480,35,0,1,0
Wrestling,Freestyle,2012,577,20,1,0,1
Gymnastics,Relay,2008,472,47,0,0,1
Athletics,All Around,2020,515,38,0,0,0
Cycling,All Around,2024,848,37,0,0,1
Boxing,Final,2024,556,41,1,0,1
Tennis,All Around,2020,331,46,1,0,1
Wrestling,All Around,2012,322,13,0,0,1
Cycling,All Around,2020,68,23,0,1,1
Weightlifting,100m,2020,595,20,1,1,0
Wrestling,Singles,2008,518,17,1,1,0
Shooting,100m,2008,983,2,1,1,0
Gymnastics,Relay,2020,409,44,0,0,0
Weightlifting,100m,2024,871,22,0,0,0
Weightlifting,Singles,2020,660,25,0,0,0
Tennis,100m,2016,398,46,0,0,0
Tennis,Doubles,2008,225,31,0,0,1
Shooting,Doubles,2008,230,18,1,1,1
Swimming,Relay,2024,324,3,1,1,1
Tennis,Singles,2020,424,34,0,0,1
Boxing,All Around,2004,820,32,1,0,0
Gymnastics,Relay,2004,331,22,1,0,1
Tennis,100m,2012,131,42,0,1,0
Shooting,Final,2024,842,18,1,0,1
Boxing,Singles,2020,215,7,0,1,0
Rowing,All Around,2004,668,45,0,0,0
Boxing,100m,2008,411,35,1,0,1
Wrestling,Singles,2020,77,48,0,1,1
Weightlifting,All Around,2020,55,10,0,1,1
Boxing,Butterfly,2020,299,17,1,1,1
Swimming,Relay,2016,744,28,1,0,0
Wrestling,Relay,2008,628,21,1,0,1
Shooting,Relay,2004,364,38,1,1,1
Gymnastics,Doubles,2024,686,10,1,0,0
Shooting,Butterfly,2020,793,48,0,0,0
Weightlifting,200m,2012,573,24,1,0,0
Cycling,400m,2012,93,25,1,0,1
Rowing,Singles,2008,598,28,1,0,1
Cycling,Final,2012,814,25,1,1,1
Gymnastics,200m,2012,761,41,1,1,0
Tennis,Final,2024,955,40,0,1,0
Tennis,100m,2012,14,11,0,0,0
Wrestling,Doubles,2020,74,42,1,0,0
Rowing,Final,2024,492,25,0,1,0
Tennis,All Around,2012,27,48,0,0,1
Rowing,Relay,2008,790,2,0,1,1
Swimming,Doubles,2024,662,38,1,0,0
Shooting,Relay,2016,387,29,1,0,1
Wrestling,Butterfly,2016,976,5,0,0,1
Wrestling,Relay,2012,179,3,0,0,0
Cycling,Final,2020,603,35,0,0,0
Tennis,Butterfly,2020,227,27,1,1,0
Athletics,All Around,2016,630,5,1,0,1
Rowing,Butterfly,2004,281,19,0,0,0
Cycling,Freestyle,2004,469,20,1,1,1
Rowing,400m,2016,834,4,0,1,0
Tennis,400m,2016,224,5,1,1,1
Boxing,Doubles,2008,655,12,1,1,1
Rowing,200m,2012,623,3,0,0,1
Swimming,400m,2024,821,22,1,0,0
Rowing,Final,2024,262,36,1,1,0
Gymnastics,Singles,2020,235,37,0,1,1
Cycling,Relay,2004,259,24,1,1,0
Boxing,All Around,2012,595,13,0,1,0
Athletics,Final,2024,801,38,1,1,1
Cycling,200m,2008,896,45,0,1,0
Weightlifting,Freestyle,2012,250,29,1,1,1
Athletics,Singles,2008,54,45,1,0,0
Athletics,Singles,2016,989,16,0,1,0
Weightlifting,200m,2012,95,5,1,0,1
Tennis,Singles,2016,175,41,0,0,1
Shooting,200m,2020,468,7,0,1,1
