sport,event,year,athlete_id,country_id,bronze,silver,gold
Snowboard,Event1,2018,847,32,1,1,0
Snowboard,Event3,2018,761,26,1,0,0
Bobsleigh,Event2,2010,625,34,1,1,0
Skating,Event2,2014,383,47,0,1,0
Bobsleigh,Event2,2022,713,50,1,1,0
Skating,Event1,2018,622,25,0,1,0
Skiing,Event2,2006,868,7,1,1,1
Bobsleigh,Event1,2002,694,40,0,1,0
Bobsleigh,Event1,2002,275,22,0,0,1
Skiing,Event1,2006,177,6,0,0,1
Skiing,Event3,2002,196,20,1,0,0
Bobsleigh,Event2,2010,93,31,1,0,1
Bobsleigh,Event3,2010,308,21,0,0,0
Curling,Event3,2010,602,5,1,1,0
Skating,Event4,2014,199,2,0,1,0
Curling,Event4,2022,316,33,1,1,0
Skiing,Event4,2010,269,14,1,0,1
Skiing,Event1,2018,90,27,1,0,1
Skating,Event4,2002,827,26,1,1,1
Bobsleigh,Event1,2006,272,5,1,1,0
Skating,Event3,2018,959,28,1,0,1
Curling,Event3,2002,585,2,1,0,1
Skiing,Event3,2002,971,25,0,0,1
Bobsleigh,Event3,2002,799,14,0,1,0
Skiing,Event1,2010,634,42,0,0,1
Skating,Event2,2018,272,49,1,0,0
Snowboard,Event2,2022,18,24,0,0,1
Curling,Event2,2018,693,48,0,0,1
Curling,Event3,2018,226,9,1,1,1
Skiing,Event1,2022,884,39,0,1,0
Curling,Event2,2002,906,2,1,0,0
Snowboard,Event1,2018,217,42,0,1,1
Skiing,Event4,2014,585,6,1,1,1
Skiing,Event4,2002,504,40,0,0,1
Curling,Event2,2006,234,46,1,0,0
Curling,Event3,2006,85,24,0,1,1
Curling,Event4,2022,141,46,1,1,0
Skating,Event1,2018,260,7,1,1,1
Skiing,Event4,2018,170,35,0,0,0
Skating,Event3,2014,561,11,0,1,0
Bobsleigh,Event2,2018,500,1,0,1,1
Bobsleigh,Event2,2006,995,46,0,0,0
Curling,Event3,2006,877,28,0,1,0
Bobsleigh,Event1,2006,349,17,0,1,1
Curling,Event4,2018,287,31,1,0,1
Skating,Event4,2010,714,6,1,1,1
Curling,Event3,2010,80,1,1,1,1
Skiing,Event4,2022,330,12,1,0,0
Snowboard,Event2,2022,132,18,1,1,0
Skating,Event3,2002,591,38,1,1,0
Snowboard,Event4,2014,326,17,1,0,0
Skating,Event4,2002,934,28,1,0,1
Skiing,Event1,2022,440,12,0,0,1
Curling,Event4,2014,128,17,1,1,0
Skating,Event3,2018,990,9,1,0,1
Curling,Event2,2002,331,49,1,0,0
Snowboard,Event1,2018,180,2,1,0,0
Curling,Event1,2018,848,9,1,0,0
Skiing,Event3,2006,201,41,1,1,1
Snowboard,Event1,2006,51,47,0,1,0
Snowboard,Event1,2006,323,6,0,0,0
Curling,Event4,2018,575,9,1,1,0
Skating,Event3,2006,173,28,0,0,0
Curling,Event3,2002,565,1,1,1,0
Skiing,Event2,2014,791,35,0,1,0
Skating,Event1,2014,556,21,0,1,1
Skiing,Event3,2018,166,44,0,1,0
Skating,Event1,2006,144,42,1,1,0
Skiing,Event4,2022,297,37,1,0,0
Bobsleigh,Event1,2010,597,4,0,1,1
Snowboard,Event4,2006,483,9,1,0,0
Curling,Event3,2018,590,28,1,0,1
Curling,Event2,2018,954,44,1,1,1
Skiing,Event3,2010,963,43,0,1,1
Bobsleigh,Event1,2018,310,29,1,0,0
Bobsleigh,Event1,2018,832,6,0,0,1
Curling,Event2,2014,835,15,1,0,0
Bobsleigh,Event2,2006,273,1,1,0,1
Skating,Event4,2014,254,8,1,0,1
Skiing,Event4,2002,66,22,1,0,0
Skiing,Event3,2018,263,39,0,0,1
Skating,Event3,2002,488,14,0,1,1
Bobsleigh,Event3,2018,123,18,0,0,0
Bobsleigh,Event3,2002,783,48,0,0,0
Skiing,Event1,2002,919,27,0,0,0
Skating,Event3,2006,163,25,1,1,1
Skiing,Event1,2022,594,32,1,1,0
Bobsleigh,Event1,2010,292,16,1,0,0
Skating,Event3,2018,731,17,0,0,1
Snowboard,Event3,2002,538,3,0,0,0
Bobsleigh,Event3,2014,628,35,0,0,0
Curling,Event1,2014,482,38,0,1,1
Skating,Event1,2022,244,46,0,1,1
Skiing,Event3,2018,839,37,0,1,1
Skiing,Event1,2002,385,29,0,0,0
Bobsleigh,Event4,2010,101,2,1,0,0
Snowboard,Event4,2010,221,47,1,1,1
Skating,Event3,2022,546,13,0,0,1
Bobsleigh,Event4,2022,735,22,1,0,1
Bobsleigh,Event1,2006,788,27,0,0,1
Snowboard,Event4,2022,643,43,0,0,0
Skiing,Event4,2002,644,14,0,1,0
Bobsleigh,Event4,2006,256,46,0,1,1
Snowboard,Event1,2002,663,48,0,0,1
Bobsleigh,Event4,2002,904,24,0,0,1
Snowboard,Event3,2010,130,17,1,1,1
Skiing,Event1,2010,891,43,0,1,1
Bobsleigh,Event3,2014,95,12,1,1,1
Skating,Event3,2014,582,43,1,0,1
Skiing,Event3,2018,875,40,0,0,1
Skiing,Event1,2010,311,42,1,1,1
Curling,Event3,2006,849,8,1,1,0
Snowboard,Event4,2022,223,38,0,1,1
Bobsleigh,Event4,2014,366,45,0,1,1
Curling,Event1,2006,107,50,1,1,1
Skiing,Event4,2010,803,36,0,0,0
Skating,Event3,2002,815,31,1,0,1
Curling,Event3,2002,692,40,1,0,0
Snowboard,Event2,2006,471,8,1,1,0
Curling,Event2,2010,185,27,0,0,1
Bobsleigh,Event2,2014,352,22,0,0,0
Bobsleigh,Event1,2006,344,42,1,0,1
Skiing,Event1,2022,995,36,0,0,0
Curling,Event1,2002,171,21,0,0,1
Bobsleigh,Event4,2022,317,2,1,0,1
Curling,Event2,2002,779,5,1,1,1
Snowboard,Event2,2010,871,27,0,1,1
Curling,Event1,2018,265,35,0,0,1
Skating,Event2,2002,353,10,1,1,1
Snowboard,Event4,2002,388,25,0,0,0
